Descrição dos resultados obtidos,,,,,,,,,,,,
Produto de classificação (SEM USO DE MÁSCARA),Tamanho do kernel (n X n),Exatidão Global,IPE* (EG[C. MPAD] / EG[Pontual]),,Kappa Global,Ac. Prod - Secondary Vegetation,Ac. Prod - Water,Ac. Prod - Dirt road,Ac. Prod - Forest,Ac. Prod - Clean Pasture,Ac. Prod - Dirty Pasture,
Classificação Contextual - MF 5X5,5,0.84,1.49,,0.8,0.96,1,0.36,0.98,0.77,0.94,
,,,,,,,,,,,,
Produto de classificação (COM USO DA MPAD),Tamanho do kernel (n X n),Exatidão Global,IPE* (EG[C. MPAD] / EG[Pontual]),IPE* (EG[C. MPAD] / EG[C. Original]),Kappa Global,Ac. Prod - Secondary Vegetation,Ac. Prod - Water,Ac. Prod - Dirt road,Ac. Prod - Forest,Ac. Prod - Clean Pasture,Ac. Prod - Dirty Pasture,Fator C
Mapa_classificação_contextual5X5_MPAD_1DP.tif,5,0.85,2.61,1.1,0.81,0.85,1,0.77,0.91,0.72,0.83,1
Mapa_classificação_contextual5X5_MPAD_2DP.tif,5,0.85,2.98,1.47,0.82,0.87,1,0.74,0.91,0.72,0.85,2
Mapa_classificação_contextual5X5_MPAD_3DP.tif,5,0.85,3.72,2.2,0.83,0.88,1,0.72,0.91,0.74,0.88,3
Mapa_classificação_contextual5X5_MPAD_4DP.tif,5,0.86,4.34,2.81,0.83,0.9,1,0.71,0.93,0.74,0.88,4
Mapa_classificação_contextual5X5_MPAD_5DP.tif,5,0.87,5.21,3.67,0.84,0.9,1,0.71,0.94,0.77,0.89,5
Mapa_classificação_contextual5X5_MPAD_6DP.tif,5,0.87,5.21,3.67,0.84,0.91,1,0.69,0.94,0.77,0.88,6
Mapa_classificação_contextual5X5_MPAD_7DP.tif,5,0.87,5.09,3.55,0.84,0.91,1,0.67,0.95,0.77,0.88,7
Mapa_classificação_contextual5X5_MPAD_8DP.tif,5,0.87,5.21,3.67,0.84,0.92,1,0.66,0.96,0.77,0.89,8
Mapa_classificação_contextual5X5_MPAD_9DP.tif,5,0.87,5.21,3.67,0.84,0.92,1,0.66,0.96,0.77,0.9,9
Mapa_classificação_contextual5X5_MPAD_10DP.tif,5,0.87,5.46,3.91,0.84,0.93,1,0.64,0.96,0.77,0.91,10
Mapa_classificação_contextual5X5_MPAD_11DP.tif,5,0.87,5.83,4.28,0.85,0.93,1,0.64,0.97,0.77,0.92,11
Mapa_classificação_contextual5X5_MPAD_12DP.tif,5,0.87,5.71,4.16,0.85,0.94,1,0.63,0.97,0.77,0.92,12
Mapa_classificação_contextual5X5_MPAD_13DP.tif,5,0.87,5.83,4.28,0.85,0.94,1,0.61,0.97,0.77,0.93,13
Mapa_classificação_contextual5X5_MPAD_14DP.tif,5,0.87,6.08,4.52,0.85,0.95,1,0.61,0.97,0.77,0.94,14
Mapa_classificação_contextual5X5_MPAD_15DP.tif,5,0.87,5.83,4.28,0.85,0.95,1,0.6,0.97,0.77,0.94,15
Mapa_classificação_contextual5X5_MPAD_16DP.tif,5,0.87,5.58,4.03,0.84,0.96,1,0.58,0.98,0.77,0.94,16
Mapa_classificação_contextual5X5_MPAD_17DP.tif,5,0.87,5.46,3.91,0.84,0.96,1,0.57,0.98,0.77,0.94,17
Mapa_classificação_contextual5X5_MPAD_18DP.tif,5,0.87,5.09,3.55,0.84,0.96,1,0.55,0.98,0.77,0.94,18
Mapa_classificação_contextual5X5_MPAD_19DP.tif,5,0.87,5.09,3.55,0.84,0.96,1,0.55,0.98,0.77,0.94,19
Mapa_classificação_contextual5X5_MPAD_20DP.tif,5,0.86,4.59,3.06,0.83,0.96,1,0.52,0.98,0.77,0.94,20
Mapa_classificação_contextual5X5_MPAD_21DP.tif,5,0.86,4.59,3.06,0.83,0.96,1,0.52,0.98,0.77,0.94,21
Mapa_classificação_contextual5X5_MPAD_22DP.tif,5,0.86,4.22,2.69,0.83,0.96,1,0.5,0.98,0.77,0.94,22
Mapa_classificação_contextual5X5_MPAD_23DP.tif,5,0.86,3.97,2.45,0.83,0.96,1,0.49,0.98,0.77,0.94,23
Mapa_classificação_contextual5X5_MPAD_24DP.tif,5,0.86,3.97,2.45,0.83,0.96,1,0.49,0.98,0.77,0.94,24
Mapa_classificação_contextual5X5_MPAD_25DP.tif,5,0.85,3.72,2.2,0.83,0.96,1,0.48,0.98,0.77,0.94,25
Mapa_classificação_contextual5X5_MPAD_26DP.tif,5,0.85,3.6,2.08,0.82,0.96,1,0.47,0.98,0.77,0.94,26
Mapa_classificação_contextual5X5_MPAD_27DP.tif,5,0.85,3.47,1.96,0.82,0.96,1,0.47,0.98,0.77,0.94,27
Mapa_classificação_contextual5X5_MPAD_28DP.tif,5,0.85,3.35,1.83,0.82,0.96,1,0.46,0.98,0.77,0.94,28
Mapa_classificação_contextual5X5_MPAD_29DP.tif,5,0.85,2.98,1.47,0.82,0.96,1,0.44,0.98,0.77,0.94,29
Mapa_classificação_contextual5X5_MPAD_30DP.tif,5,0.85,2.98,1.47,0.82,0.96,1,0.44,0.98,0.77,0.94,30
Mapa_classificação_contextual5X5_MPAD_31DP.tif,5,0.85,2.73,1.22,0.82,0.96,1,0.43,0.98,0.77,0.94,31
Mapa_classificação_contextual5X5_MPAD_32DP.tif,5,0.84,2.48,0.98,0.81,0.96,1,0.42,0.98,0.77,0.94,32
Mapa_classificação_contextual5X5_MPAD_33DP.tif,5,0.84,2.23,0.73,0.81,0.96,1,0.4,0.98,0.77,0.94,33
Mapa_classificação_contextual5X5_MPAD_34DP.tif,5,0.84,2.11,0.61,0.81,0.96,1,0.4,0.98,0.77,0.94,34
Mapa_classificação_contextual5X5_MPAD_35DP.tif,5,0.84,1.99,0.49,0.81,0.96,1,0.39,0.98,0.77,0.94,35
Mapa_classificação_contextual5X5_MPAD_36DP.tif,5,0.84,1.86,0.37,0.81,0.96,1,0.39,0.98,0.77,0.94,36
Mapa_classificação_contextual5X5_MPAD_37DP.tif,5,0.84,1.86,0.37,0.81,0.96,1,0.39,0.98,0.77,0.94,37
Mapa_classificação_contextual5X5_MPAD_38DP.tif,5,0.84,1.86,0.37,0.81,0.96,1,0.39,0.98,0.77,0.94,38
Mapa_classificação_contextual5X5_MPAD_39DP.tif,5,0.84,1.86,0.37,0.81,0.96,1,0.39,0.98,0.77,0.94,39
Mapa_classificação_contextual5X5_MPAD_40DP.tif,5,0.84,1.74,0.24,0.81,0.96,1,0.38,0.98,0.77,0.94,40
Mapa_classificação_contextual5X5_MPAD_41DP.tif,5,0.84,1.74,0.24,0.81,0.96,1,0.38,0.98,0.77,0.94,41
Mapa_classificação_contextual5X5_MPAD_42DP.tif,5,0.84,1.74,0.24,0.81,0.96,1,0.38,0.98,0.77,0.94,42
Mapa_classificação_contextual5X5_MPAD_43DP.tif,5,0.84,1.61,0.12,0.8,0.96,1,0.37,0.98,0.77,0.94,43
Mapa_classificação_contextual5X5_MPAD_44DP.tif,5,0.84,1.61,0.12,0.8,0.96,1,0.37,0.98,0.77,0.94,44
Mapa_classificação_contextual5X5_MPAD_45DP.tif,5,0.84,1.61,0.12,0.8,0.96,1,0.37,0.98,0.77,0.94,45
Mapa_classificação_contextual5X5_MPAD_46DP.tif,5,0.84,1.61,0.12,0.8,0.96,1,0.37,0.98,0.77,0.94,46
Mapa_classificação_contextual5X5_MPAD_47DP.tif,5,0.84,1.61,0.12,0.8,0.96,1,0.37,0.98,0.77,0.94,47
Mapa_classificação_contextual5X5_MPAD_48DP.tif,5,0.84,1.49,0,0.8,0.96,1,0.37,0.98,0.77,0.94,48
Mapa_classificação_contextual5X5_MPAD_49DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,49
Mapa_classificação_contextual5X5_MPAD_50DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,50
Mapa_classificação_contextual5X5_MPAD_51DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,51
Mapa_classificação_contextual5X5_MPAD_52DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,52
Mapa_classificação_contextual5X5_MPAD_53DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,53
Mapa_classificação_contextual5X5_MPAD_54DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,54
Mapa_classificação_contextual5X5_MPAD_55DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,55
Mapa_classificação_contextual5X5_MPAD_56DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,56
Mapa_classificação_contextual5X5_MPAD_57DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,57
Mapa_classificação_contextual5X5_MPAD_58DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,58
Mapa_classificação_contextual5X5_MPAD_59DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,59
Mapa_classificação_contextual5X5_MPAD_60DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,60
Mapa_classificação_contextual5X5_MPAD_61DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,61
Mapa_classificação_contextual5X5_MPAD_62DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,62
Mapa_classificação_contextual5X5_MPAD_63DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,63
Mapa_classificação_contextual5X5_MPAD_64DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,64
Mapa_classificação_contextual5X5_MPAD_65DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,65
Mapa_classificação_contextual5X5_MPAD_66DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,66
Mapa_classificação_contextual5X5_MPAD_67DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,67
Mapa_classificação_contextual5X5_MPAD_68DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,68
Mapa_classificação_contextual5X5_MPAD_69DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,69
Mapa_classificação_contextual5X5_MPAD_70DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,70
Mapa_classificação_contextual5X5_MPAD_71DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,71
Mapa_classificação_contextual5X5_MPAD_72DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,72
Mapa_classificação_contextual5X5_MPAD_73DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,73
Mapa_classificação_contextual5X5_MPAD_74DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,74
Mapa_classificação_contextual5X5_MPAD_75DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,75
Mapa_classificação_contextual5X5_MPAD_76DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,76
Mapa_classificação_contextual5X5_MPAD_77DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,77
Mapa_classificação_contextual5X5_MPAD_78DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,78
Mapa_classificação_contextual5X5_MPAD_79DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,79
Mapa_classificação_contextual5X5_MPAD_80DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,80
Mapa_classificação_contextual5X5_MPAD_81DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,81
Mapa_classificação_contextual5X5_MPAD_82DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,82
Mapa_classificação_contextual5X5_MPAD_83DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,83
Mapa_classificação_contextual5X5_MPAD_84DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,84
Mapa_classificação_contextual5X5_MPAD_85DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,85
Mapa_classificação_contextual5X5_MPAD_86DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,86
Mapa_classificação_contextual5X5_MPAD_87DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,87
Mapa_classificação_contextual5X5_MPAD_88DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,88
Mapa_classificação_contextual5X5_MPAD_89DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,89
Mapa_classificação_contextual5X5_MPAD_90DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,90
Mapa_classificação_contextual5X5_MPAD_91DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,91
Mapa_classificação_contextual5X5_MPAD_92DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,92
Mapa_classificação_contextual5X5_MPAD_93DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,93
Mapa_classificação_contextual5X5_MPAD_94DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,94
Mapa_classificação_contextual5X5_MPAD_95DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,95
Mapa_classificação_contextual5X5_MPAD_96DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,96
Mapa_classificação_contextual5X5_MPAD_97DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,97
Mapa_classificação_contextual5X5_MPAD_98DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,98
Mapa_classificação_contextual5X5_MPAD_99DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,99
Mapa_classificação_contextual5X5_MPAD_100DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,100
Mapa_classificação_contextual5X5_MPAD_101DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,101
Mapa_classificação_contextual5X5_MPAD_102DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,102
Mapa_classificação_contextual5X5_MPAD_103DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,103
Mapa_classificação_contextual5X5_MPAD_104DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,104
Mapa_classificação_contextual5X5_MPAD_105DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,105
Mapa_classificação_contextual5X5_MPAD_106DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,106
Mapa_classificação_contextual5X5_MPAD_107DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,107
Mapa_classificação_contextual5X5_MPAD_108DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,108
Mapa_classificação_contextual5X5_MPAD_109DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,109
Mapa_classificação_contextual5X5_MPAD_110DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,110
Mapa_classificação_contextual5X5_MPAD_111DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,111
Mapa_classificação_contextual5X5_MPAD_112DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,112
Mapa_classificação_contextual5X5_MPAD_113DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,113
Mapa_classificação_contextual5X5_MPAD_114DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,114
Mapa_classificação_contextual5X5_MPAD_115DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,115
Mapa_classificação_contextual5X5_MPAD_116DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,116
Mapa_classificação_contextual5X5_MPAD_117DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,117
Mapa_classificação_contextual5X5_MPAD_118DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,118
Mapa_classificação_contextual5X5_MPAD_119DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,119
Mapa_classificação_contextual5X5_MPAD_120DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,120
Mapa_classificação_contextual5X5_MPAD_121DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,121
Mapa_classificação_contextual5X5_MPAD_122DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,122
Mapa_classificação_contextual5X5_MPAD_123DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,123
Mapa_classificação_contextual5X5_MPAD_124DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,124
Mapa_classificação_contextual5X5_MPAD_125DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,125
Mapa_classificação_contextual5X5_MPAD_126DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,126
Mapa_classificação_contextual5X5_MPAD_127DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,127
Mapa_classificação_contextual5X5_MPAD_128DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,128
Mapa_classificação_contextual5X5_MPAD_129DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,129
Mapa_classificação_contextual5X5_MPAD_130DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,130
Mapa_classificação_contextual5X5_MPAD_131DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,131
Mapa_classificação_contextual5X5_MPAD_132DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,132
Mapa_classificação_contextual5X5_MPAD_133DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,133
Mapa_classificação_contextual5X5_MPAD_134DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,134
Mapa_classificação_contextual5X5_MPAD_135DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,135
Mapa_classificação_contextual5X5_MPAD_136DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,136
Mapa_classificação_contextual5X5_MPAD_137DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,137
Mapa_classificação_contextual5X5_MPAD_138DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,138
Mapa_classificação_contextual5X5_MPAD_139DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,139
Mapa_classificação_contextual5X5_MPAD_140DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,140
Mapa_classificação_contextual5X5_MPAD_141DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,141
Mapa_classificação_contextual5X5_MPAD_142DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,142
Mapa_classificação_contextual5X5_MPAD_143DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,143
Mapa_classificação_contextual5X5_MPAD_144DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,144
Mapa_classificação_contextual5X5_MPAD_145DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,145
Mapa_classificação_contextual5X5_MPAD_146DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,146
Mapa_classificação_contextual5X5_MPAD_147DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,147
Mapa_classificação_contextual5X5_MPAD_148DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,148
Mapa_classificação_contextual5X5_MPAD_149DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,149
Mapa_classificação_contextual5X5_MPAD_150DP.tif,5,0.84,1.37,-0.12,0.8,0.96,1,0.36,0.98,0.77,0.94,150
,,,,,,,,,,,,
