Descrição dos resultados obtidos,,,,,,,,,,,,
Produto de classificação (SEM USO DE MÁSCARA),Tamanho do kernel (n X n),Exatidão Global,IPE* (EG[C. MPAD] / EG[Pontual]),,Kappa Global,Ac. Prod - Secondary Vegetation,Ac. Prod - Water,Ac. Prod - Dirt road,Ac. Prod - Forest,Ac. Prod - Clean Pasture,Ac. Prod - Dirty Pasture,
Classificação Contextual - MF 7X7,7,0.69,-15.88,,0.63,0.98,0.28,0.21,0.98,0.77,0.94,
,,,,,,,,,,,,
Produto de classificação (COM USO DA MPAD),Tamanho do kernel (n X n),Exatidão Global,IPE* (EG[C. MPAD] / EG[Pontual]),IPE* (EG[C. MPAD] / EG[C. Original]),Kappa Global,Ac. Prod - Secondary Vegetation,Ac. Prod - Water,Ac. Prod - Dirt road,Ac. Prod - Forest,Ac. Prod - Clean Pasture,Ac. Prod - Dirty Pasture,Fator C
Mapa_classificação_contextual7X7_MPAD_1DP.tif,7,0.84,2.48,21.83,0.81,0.85,1,0.77,0.9,0.72,0.83,1
Mapa_classificação_contextual7X7_MPAD_2DP.tif,7,0.85,2.73,22.12,0.82,0.86,1,0.74,0.91,0.72,0.85,2
Mapa_classificação_contextual7X7_MPAD_3DP.tif,7,0.85,3.47,23.01,0.82,0.87,1,0.72,0.91,0.74,0.88,3
Mapa_classificação_contextual7X7_MPAD_4DP.tif,7,0.86,4.09,23.75,0.83,0.89,1,0.71,0.93,0.74,0.88,4
Mapa_classificação_contextual7X7_MPAD_5DP.tif,7,0.87,4.96,24.78,0.84,0.9,1,0.7,0.94,0.77,0.89,5
Mapa_classificação_contextual7X7_MPAD_6DP.tif,7,0.87,4.96,24.78,0.84,0.9,1,0.68,0.95,0.78,0.88,6
Mapa_classificação_contextual7X7_MPAD_7DP.tif,7,0.86,4.84,24.63,0.84,0.91,1,0.66,0.96,0.78,0.88,7
Mapa_classificação_contextual7X7_MPAD_8DP.tif,7,0.87,4.96,24.78,0.84,0.92,1,0.64,0.96,0.78,0.88,8
Mapa_classificação_contextual7X7_MPAD_9DP.tif,7,0.87,4.96,24.78,0.84,0.92,1,0.64,0.96,0.78,0.89,9
Mapa_classificação_contextual7X7_MPAD_10DP.tif,7,0.87,5.09,24.93,0.84,0.93,1,0.63,0.96,0.78,0.9,10
Mapa_classificação_contextual7X7_MPAD_11DP.tif,7,0.87,5.46,25.37,0.84,0.93,1,0.62,0.97,0.78,0.91,11
Mapa_classificação_contextual7X7_MPAD_12DP.tif,7,0.87,5.34,25.22,0.84,0.94,1,0.61,0.97,0.78,0.91,12
Mapa_classificação_contextual7X7_MPAD_13DP.tif,7,0.87,5.58,25.52,0.84,0.95,1,0.6,0.97,0.78,0.93,13
Mapa_classificação_contextual7X7_MPAD_14DP.tif,7,0.87,5.83,25.81,0.85,0.96,1,0.6,0.97,0.78,0.93,14
Mapa_classificação_contextual7X7_MPAD_15DP.tif,7,0.87,5.71,25.66,0.85,0.96,1,0.58,0.97,0.78,0.93,15
Mapa_classificação_contextual7X7_MPAD_16DP.tif,7,0.87,5.46,25.37,0.84,0.97,1,0.56,0.98,0.78,0.93,16
Mapa_classificação_contextual7X7_MPAD_17DP.tif,7,0.87,5.34,25.22,0.84,0.97,1,0.55,0.98,0.78,0.93,17
Mapa_classificação_contextual7X7_MPAD_18DP.tif,7,0.87,4.96,24.78,0.84,0.97,1,0.53,0.98,0.78,0.93,18
Mapa_classificação_contextual7X7_MPAD_19DP.tif,7,0.86,4.84,24.63,0.84,0.97,1,0.53,0.98,0.77,0.93,19
Mapa_classificação_contextual7X7_MPAD_20DP.tif,7,0.86,4.34,24.04,0.83,0.98,1,0.5,0.98,0.77,0.93,20
Mapa_classificação_contextual7X7_MPAD_21DP.tif,7,0.86,4.34,24.04,0.83,0.98,1,0.5,0.98,0.77,0.94,21
Mapa_classificação_contextual7X7_MPAD_22DP.tif,7,0.85,3.72,23.3,0.83,0.97,1,0.47,0.98,0.77,0.94,22
Mapa_classificação_contextual7X7_MPAD_23DP.tif,7,0.85,3.35,22.86,0.82,0.97,1,0.45,0.98,0.77,0.94,23
Mapa_classificação_contextual7X7_MPAD_24DP.tif,7,0.85,3.35,22.86,0.82,0.97,1,0.45,0.98,0.77,0.94,24
Mapa_classificação_contextual7X7_MPAD_25DP.tif,7,0.85,2.85,22.27,0.82,0.97,1,0.43,0.98,0.77,0.94,25
Mapa_classificação_contextual7X7_MPAD_26DP.tif,7,0.85,2.73,22.12,0.82,0.97,1,0.42,0.98,0.77,0.94,26
Mapa_classificação_contextual7X7_MPAD_27DP.tif,7,0.85,2.61,21.98,0.81,0.97,1,0.42,0.98,0.77,0.94,27
Mapa_classificação_contextual7X7_MPAD_28DP.tif,7,0.84,2.48,21.83,0.81,0.97,1,0.41,0.98,0.77,0.94,28
Mapa_classificação_contextual7X7_MPAD_29DP.tif,7,0.84,1.99,21.24,0.81,0.97,1,0.39,0.98,0.77,0.94,29
Mapa_classificação_contextual7X7_MPAD_30DP.tif,7,0.84,1.86,21.09,0.81,0.97,1,0.38,0.98,0.77,0.94,30
Mapa_classificação_contextual7X7_MPAD_31DP.tif,7,0.84,1.61,20.8,0.8,0.97,1,0.37,0.98,0.77,0.94,31
Mapa_classificação_contextual7X7_MPAD_32DP.tif,7,0.84,1.37,20.5,0.8,0.97,1,0.36,0.98,0.77,0.94,32
Mapa_classificação_contextual7X7_MPAD_33DP.tif,7,0.83,0.99,20.06,0.8,0.97,1,0.34,0.98,0.77,0.94,33
Mapa_classificação_contextual7X7_MPAD_34DP.tif,7,0.83,0.87,19.91,0.8,0.97,1,0.33,0.98,0.77,0.94,34
Mapa_classificação_contextual7X7_MPAD_35DP.tif,7,0.83,0.74,19.76,0.8,0.97,1,0.33,0.98,0.77,0.94,35
Mapa_classificação_contextual7X7_MPAD_36DP.tif,7,0.83,0.5,19.47,0.79,0.97,1,0.31,0.98,0.77,0.94,36
Mapa_classificação_contextual7X7_MPAD_37DP.tif,7,0.83,0.37,19.32,0.79,0.97,1,0.31,0.98,0.77,0.94,37
Mapa_classificação_contextual7X7_MPAD_38DP.tif,7,0.83,0.37,19.32,0.79,0.97,1,0.31,0.98,0.77,0.94,38
Mapa_classificação_contextual7X7_MPAD_39DP.tif,7,0.83,0.37,19.32,0.79,0.97,1,0.31,0.98,0.77,0.94,39
Mapa_classificação_contextual7X7_MPAD_40DP.tif,7,0.83,0.12,19.03,0.79,0.97,1,0.29,0.98,0.77,0.94,40
Mapa_classificação_contextual7X7_MPAD_41DP.tif,7,0.83,0.12,19.03,0.79,0.97,1,0.29,0.98,0.77,0.94,41
Mapa_classificação_contextual7X7_MPAD_42DP.tif,7,0.83,0.12,19.03,0.79,0.97,1,0.29,0.98,0.77,0.94,42
Mapa_classificação_contextual7X7_MPAD_43DP.tif,7,0.82,-0.12,18.73,0.79,0.97,0.99,0.29,0.98,0.77,0.94,43
Mapa_classificação_contextual7X7_MPAD_44DP.tif,7,0.82,-0.12,18.73,0.79,0.97,0.99,0.29,0.98,0.77,0.94,44
Mapa_classificação_contextual7X7_MPAD_45DP.tif,7,0.82,-0.25,18.58,0.79,0.97,0.99,0.28,0.98,0.77,0.94,45
Mapa_classificação_contextual7X7_MPAD_46DP.tif,7,0.82,-0.37,18.44,0.79,0.97,0.99,0.28,0.98,0.77,0.94,46
Mapa_classificação_contextual7X7_MPAD_47DP.tif,7,0.82,-0.37,18.44,0.79,0.97,0.99,0.28,0.98,0.77,0.94,47
Mapa_classificação_contextual7X7_MPAD_48DP.tif,7,0.82,-0.5,18.29,0.78,0.97,0.99,0.27,0.98,0.77,0.94,48
Mapa_classificação_contextual7X7_MPAD_49DP.tif,7,0.82,-0.62,18.14,0.78,0.97,0.99,0.26,0.98,0.77,0.94,49
Mapa_classificação_contextual7X7_MPAD_50DP.tif,7,0.82,-0.62,18.14,0.78,0.97,0.99,0.26,0.98,0.77,0.94,50
Mapa_classificação_contextual7X7_MPAD_51DP.tif,7,0.82,-0.62,18.14,0.78,0.97,0.99,0.26,0.98,0.77,0.94,51
Mapa_classificação_contextual7X7_MPAD_52DP.tif,7,0.82,-0.74,17.99,0.78,0.97,0.99,0.26,0.98,0.77,0.94,52
Mapa_classificação_contextual7X7_MPAD_53DP.tif,7,0.82,-0.87,17.85,0.78,0.97,0.99,0.26,0.98,0.77,0.94,53
Mapa_classificação_contextual7X7_MPAD_54DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,54
Mapa_classificação_contextual7X7_MPAD_55DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,55
Mapa_classificação_contextual7X7_MPAD_56DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,56
Mapa_classificação_contextual7X7_MPAD_57DP.tif,7,0.82,-0.99,17.7,0.78,0.97,0.99,0.25,0.98,0.77,0.94,57
Mapa_classificação_contextual7X7_MPAD_58DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,58
Mapa_classificação_contextual7X7_MPAD_59DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,59
Mapa_classificação_contextual7X7_MPAD_60DP.tif,7,0.81,-1.12,17.55,0.78,0.97,0.99,0.25,0.98,0.77,0.94,60
Mapa_classificação_contextual7X7_MPAD_61DP.tif,7,0.81,-1.49,17.11,0.77,0.97,0.98,0.24,0.98,0.77,0.94,61
Mapa_classificação_contextual7X7_MPAD_62DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,62
Mapa_classificação_contextual7X7_MPAD_63DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,63
Mapa_classificação_contextual7X7_MPAD_64DP.tif,7,0.81,-1.61,16.96,0.77,0.97,0.97,0.24,0.98,0.77,0.94,64
Mapa_classificação_contextual7X7_MPAD_65DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,65
Mapa_classificação_contextual7X7_MPAD_66DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,66
Mapa_classificação_contextual7X7_MPAD_67DP.tif,7,0.81,-1.74,16.81,0.77,0.97,0.97,0.23,0.98,0.77,0.94,67
Mapa_classificação_contextual7X7_MPAD_68DP.tif,7,0.81,-1.86,16.67,0.77,0.97,0.97,0.23,0.98,0.77,0.94,68
Mapa_classificação_contextual7X7_MPAD_69DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,69
Mapa_classificação_contextual7X7_MPAD_70DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,70
Mapa_classificação_contextual7X7_MPAD_71DP.tif,7,0.81,-1.99,16.52,0.77,0.97,0.97,0.22,0.98,0.77,0.94,71
Mapa_classificação_contextual7X7_MPAD_72DP.tif,7,0.81,-2.11,16.37,0.77,0.97,0.96,0.22,0.98,0.77,0.94,72
Mapa_classificação_contextual7X7_MPAD_73DP.tif,7,0.81,-2.23,16.22,0.77,0.97,0.96,0.22,0.98,0.77,0.94,73
Mapa_classificação_contextual7X7_MPAD_74DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,74
Mapa_classificação_contextual7X7_MPAD_75DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,75
Mapa_classificação_contextual7X7_MPAD_76DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,76
Mapa_classificação_contextual7X7_MPAD_77DP.tif,7,0.8,-2.36,16.08,0.77,0.97,0.95,0.22,0.98,0.77,0.94,77
Mapa_classificação_contextual7X7_MPAD_78DP.tif,7,0.8,-2.48,15.93,0.76,0.97,0.94,0.22,0.98,0.77,0.94,78
Mapa_classificação_contextual7X7_MPAD_79DP.tif,7,0.8,-2.61,15.78,0.76,0.97,0.94,0.22,0.98,0.77,0.94,79
Mapa_classificação_contextual7X7_MPAD_80DP.tif,7,0.8,-2.73,15.63,0.76,0.97,0.93,0.22,0.98,0.77,0.94,80
Mapa_classificação_contextual7X7_MPAD_81DP.tif,7,0.8,-2.73,15.63,0.76,0.97,0.93,0.22,0.98,0.77,0.94,81
Mapa_classificação_contextual7X7_MPAD_82DP.tif,7,0.8,-2.85,15.49,0.76,0.97,0.93,0.22,0.98,0.77,0.94,82
Mapa_classificação_contextual7X7_MPAD_83DP.tif,7,0.8,-2.85,15.49,0.76,0.97,0.93,0.22,0.98,0.77,0.94,83
Mapa_classificação_contextual7X7_MPAD_84DP.tif,7,0.8,-2.98,15.34,0.76,0.97,0.92,0.22,0.98,0.77,0.94,84
Mapa_classificação_contextual7X7_MPAD_85DP.tif,7,0.8,-3.23,15.04,0.76,0.97,0.91,0.21,0.98,0.77,0.94,85
Mapa_classificação_contextual7X7_MPAD_86DP.tif,7,0.8,-3.23,15.04,0.76,0.97,0.91,0.21,0.98,0.77,0.94,86
Mapa_classificação_contextual7X7_MPAD_87DP.tif,7,0.8,-3.35,14.9,0.76,0.97,0.91,0.21,0.98,0.77,0.94,87
Mapa_classificação_contextual7X7_MPAD_88DP.tif,7,0.8,-3.47,14.75,0.75,0.97,0.9,0.21,0.98,0.77,0.94,88
Mapa_classificação_contextual7X7_MPAD_89DP.tif,7,0.79,-3.6,14.6,0.75,0.97,0.9,0.21,0.98,0.77,0.94,89
Mapa_classificação_contextual7X7_MPAD_90DP.tif,7,0.79,-3.6,14.6,0.75,0.97,0.9,0.21,0.98,0.77,0.94,90
Mapa_classificação_contextual7X7_MPAD_91DP.tif,7,0.79,-3.72,14.45,0.75,0.97,0.89,0.21,0.98,0.77,0.94,91
Mapa_classificação_contextual7X7_MPAD_92DP.tif,7,0.79,-3.85,14.31,0.75,0.97,0.88,0.21,0.98,0.77,0.94,92
Mapa_classificação_contextual7X7_MPAD_93DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,93
Mapa_classificação_contextual7X7_MPAD_94DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,94
Mapa_classificação_contextual7X7_MPAD_95DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,95
Mapa_classificação_contextual7X7_MPAD_96DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,96
Mapa_classificação_contextual7X7_MPAD_97DP.tif,7,0.79,-3.97,14.16,0.75,0.97,0.88,0.21,0.98,0.77,0.94,97
Mapa_classificação_contextual7X7_MPAD_98DP.tif,7,0.79,-4.22,13.86,0.75,0.97,0.87,0.21,0.98,0.77,0.94,98
Mapa_classificação_contextual7X7_MPAD_99DP.tif,7,0.79,-4.59,13.42,0.74,0.97,0.85,0.21,0.98,0.77,0.94,99
Mapa_classificação_contextual7X7_MPAD_100DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,100
Mapa_classificação_contextual7X7_MPAD_101DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,101
Mapa_classificação_contextual7X7_MPAD_102DP.tif,7,0.78,-4.84,13.13,0.74,0.97,0.83,0.21,0.98,0.77,0.94,102
Mapa_classificação_contextual7X7_MPAD_103DP.tif,7,0.78,-4.96,12.98,0.74,0.97,0.83,0.21,0.98,0.77,0.94,103
Mapa_classificação_contextual7X7_MPAD_104DP.tif,7,0.78,-5.21,12.68,0.74,0.97,0.82,0.21,0.98,0.77,0.94,104
Mapa_classificação_contextual7X7_MPAD_105DP.tif,7,0.78,-5.46,12.39,0.73,0.97,0.8,0.21,0.98,0.77,0.94,105
Mapa_classificação_contextual7X7_MPAD_106DP.tif,7,0.78,-5.46,12.39,0.73,0.97,0.8,0.21,0.98,0.77,0.94,106
Mapa_classificação_contextual7X7_MPAD_107DP.tif,7,0.78,-5.58,12.24,0.73,0.97,0.8,0.21,0.98,0.77,0.94,107
Mapa_classificação_contextual7X7_MPAD_108DP.tif,7,0.78,-5.58,12.24,0.73,0.97,0.8,0.21,0.98,0.77,0.94,108
Mapa_classificação_contextual7X7_MPAD_109DP.tif,7,0.78,-5.83,11.95,0.73,0.97,0.79,0.21,0.98,0.77,0.94,109
Mapa_classificação_contextual7X7_MPAD_110DP.tif,7,0.78,-5.83,11.95,0.73,0.97,0.79,0.21,0.98,0.77,0.94,110
Mapa_classificação_contextual7X7_MPAD_111DP.tif,7,0.77,-6.08,11.65,0.73,0.97,0.77,0.21,0.98,0.77,0.94,111
Mapa_classificação_contextual7X7_MPAD_112DP.tif,7,0.77,-6.2,11.5,0.73,0.97,0.77,0.21,0.98,0.77,0.94,112
Mapa_classificação_contextual7X7_MPAD_113DP.tif,7,0.77,-6.45,11.21,0.73,0.97,0.75,0.21,0.98,0.77,0.94,113
Mapa_classificação_contextual7X7_MPAD_114DP.tif,7,0.77,-6.45,11.21,0.73,0.97,0.75,0.21,0.98,0.77,0.94,114
Mapa_classificação_contextual7X7_MPAD_115DP.tif,7,0.77,-6.58,11.06,0.72,0.97,0.75,0.21,0.98,0.77,0.94,115
Mapa_classificação_contextual7X7_MPAD_116DP.tif,7,0.77,-6.58,11.06,0.72,0.97,0.75,0.21,0.98,0.77,0.94,116
Mapa_classificação_contextual7X7_MPAD_117DP.tif,7,0.77,-6.7,10.91,0.72,0.97,0.74,0.21,0.98,0.77,0.94,117
Mapa_classificação_contextual7X7_MPAD_118DP.tif,7,0.77,-6.82,10.77,0.72,0.97,0.74,0.21,0.98,0.77,0.94,118
Mapa_classificação_contextual7X7_MPAD_119DP.tif,7,0.77,-6.82,10.77,0.72,0.97,0.74,0.21,0.98,0.77,0.94,119
Mapa_classificação_contextual7X7_MPAD_120DP.tif,7,0.77,-7.07,10.47,0.72,0.97,0.72,0.21,0.98,0.77,0.94,120
Mapa_classificação_contextual7X7_MPAD_121DP.tif,7,0.76,-7.2,10.32,0.72,0.97,0.72,0.21,0.98,0.77,0.94,121
Mapa_classificação_contextual7X7_MPAD_122DP.tif,7,0.76,-7.32,10.18,0.72,0.97,0.71,0.21,0.98,0.77,0.94,122
Mapa_classificação_contextual7X7_MPAD_123DP.tif,7,0.76,-7.44,10.03,0.72,0.97,0.71,0.21,0.98,0.77,0.94,123
Mapa_classificação_contextual7X7_MPAD_124DP.tif,7,0.76,-7.57,9.88,0.71,0.97,0.7,0.21,0.98,0.77,0.94,124
Mapa_classificação_contextual7X7_MPAD_125DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,125
Mapa_classificação_contextual7X7_MPAD_126DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,126
Mapa_classificação_contextual7X7_MPAD_127DP.tif,7,0.76,-7.82,9.59,0.71,0.97,0.69,0.21,0.98,0.77,0.94,127
Mapa_classificação_contextual7X7_MPAD_128DP.tif,7,0.76,-8.07,9.29,0.71,0.97,0.67,0.21,0.98,0.77,0.94,128
Mapa_classificação_contextual7X7_MPAD_129DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,129
Mapa_classificação_contextual7X7_MPAD_130DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,130
Mapa_classificação_contextual7X7_MPAD_131DP.tif,7,0.76,-8.19,9.15,0.71,0.97,0.67,0.21,0.98,0.77,0.94,131
Mapa_classificação_contextual7X7_MPAD_132DP.tif,7,0.75,-8.44,8.85,0.71,0.97,0.66,0.21,0.98,0.77,0.94,132
Mapa_classificação_contextual7X7_MPAD_133DP.tif,7,0.75,-8.81,8.41,0.7,0.97,0.64,0.21,0.98,0.77,0.94,133
Mapa_classificação_contextual7X7_MPAD_134DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,134
Mapa_classificação_contextual7X7_MPAD_135DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,135
Mapa_classificação_contextual7X7_MPAD_136DP.tif,7,0.75,-8.93,8.26,0.7,0.97,0.63,0.21,0.98,0.77,0.94,136
Mapa_classificação_contextual7X7_MPAD_137DP.tif,7,0.75,-9.18,7.97,0.7,0.97,0.62,0.21,0.98,0.77,0.94,137
Mapa_classificação_contextual7X7_MPAD_138DP.tif,7,0.75,-9.55,7.52,0.69,0.97,0.6,0.21,0.98,0.77,0.94,138
Mapa_classificação_contextual7X7_MPAD_139DP.tif,7,0.74,-9.8,7.23,0.69,0.97,0.59,0.21,0.98,0.77,0.94,139
Mapa_classificação_contextual7X7_MPAD_140DP.tif,7,0.74,-9.93,7.08,0.69,0.97,0.58,0.21,0.98,0.77,0.94,140
Mapa_classificação_contextual7X7_MPAD_141DP.tif,7,0.74,-10.05,6.93,0.69,0.97,0.58,0.21,0.98,0.77,0.94,141
Mapa_classificação_contextual7X7_MPAD_142DP.tif,7,0.74,-10.17,6.79,0.69,0.97,0.57,0.21,0.98,0.77,0.94,142
Mapa_classificação_contextual7X7_MPAD_143DP.tif,7,0.74,-10.3,6.64,0.69,0.97,0.56,0.21,0.98,0.77,0.94,143
Mapa_classificação_contextual7X7_MPAD_144DP.tif,7,0.74,-10.3,6.64,0.69,0.97,0.56,0.21,0.98,0.77,0.94,144
Mapa_classificação_contextual7X7_MPAD_145DP.tif,7,0.74,-10.67,6.2,0.68,0.97,0.55,0.21,0.98,0.77,0.94,145
Mapa_classificação_contextual7X7_MPAD_146DP.tif,7,0.74,-10.67,6.2,0.68,0.97,0.55,0.21,0.98,0.77,0.94,146
Mapa_classificação_contextual7X7_MPAD_147DP.tif,7,0.74,-10.79,6.05,0.68,0.97,0.54,0.21,0.98,0.77,0.94,147
Mapa_classificação_contextual7X7_MPAD_148DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,148
Mapa_classificação_contextual7X7_MPAD_149DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,149
Mapa_classificação_contextual7X7_MPAD_150DP.tif,7,0.73,-11.04,5.75,0.68,0.97,0.53,0.21,0.98,0.77,0.94,150
